,No,Tweet,Comment,Domain,Label
1012,1013,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,driver online nya masih dapat kerja atau henti karena tindak anda sebut apa yang anda laku untuk baik nya,Social,Neutral
1013,1014,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,pernah sih ngasi bintang 1 karena udh sen ojol eh tiba2 kok di finish aja padhal belum jemput dan order gw tiba2 status udah selesai aja,Social,Neutral
1014,1015,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,seperti yang ku alami hmmmm,Social,Pro
1015,1016,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,maf mau tanyaa aku tuh suka lupa ngasi rating kalo sen dah beres tpi klo lg inget ya auto bintang 5 smua itu gpp ya kadang klo lg buka gojrk baru sempet nge bintang 5 in order yg kmrn2 itu gpp buat bang gojrknya ga maaf sblmnya,Social,Neutral
1016,1017,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,sekali sekali aplikator yg di kasih ajar jangan mau gue aja emojiemojiemoji,Social,Uncorrelated
1017,1018,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,kalau lupa kasih bintang itu ngefek ke driver ga ya gue sih ga jahat itu paling kalo udah rese banget kasih bintang 3 mostly gue kasih 45,Social,Neutral
1018,1019,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,kita hidup mana algoritma sangat tentu hidup kita,Social,Uncorrelated
1019,1020,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,mau di ojol mau di ikmares mau sebal mereka lambat dll tetep kasih emoji 5 kesi njirrr sama sama nyari duit kita,Social,Pro
1020,1021,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,benar baru jadi kemarin entah gmn titik terima gw nyasar bgt agak jauh dr yg gw masuk syukur si bpk gk ngomel gw yg minta maaf ttp aja gw ksh 5,Social,Pro
1021,1022,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,ngga sii aku sering diomelin grgr kosku masuk gang di chat si fine fine aja tapi ngomelnya waktu udah nyampesmiley,Social,Contra
1022,1023,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,ia kak kalo udah 2 kali dapet rating bintang satu akun kita bisa kena suspend sekian,Social,Pro
1023,1024,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,sayang banget gada rating buat kurir soal kurir sini pada enak sendiri,Social,Uncorrelated
1024,1025,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,bener iki mesakke,Social,Pro
1025,1026,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,emg gtu,Social,Pro
1026,1027,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,layan hadap customer emang paling utama handling complain customer juga kudu kuat hati jiwa raga sih wkwk,Social,Pro
1027,1028,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gw dulu 2017 jadi ojol kalo ada rating bintang 1 auto suspend maha itu customer saat itu,Social,Pro
1028,1029,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,dulu aku pernah ga sengaja pencet 3 itu karna aku ke senggol temen dan hp hampir jatuh aku ngomong bolak balik ke temen ku ini gimana kasi abang nya sampe pikir beberapa hari emoji,Social,Neutral
1029,1030,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gua bisa rate mas kurir jnt gak sih plis mas udah cuek bgt paket lempar lempar asu,Social,Uncorrelated
1030,1031,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,pernah sen gofood tp lupa krna lagi nonton film jadi bapak nunggu 10mnt mana tengah malememoji,Social,Uncorrelated
1031,1032,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,iklim emang parah sih as customer kita jadi takut kalo mau rating bawah 5 as driver juga sering timpa musibah tidak harus seperti ini,Social,Pro
1032,1033,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,macam atas yg salah karyawannya yg minta maaf gitu gas,Social,Uncorrelated
1033,1034,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,pantesan waktu itu bapak2nya sampai minta maaf berkalikali padahal dalem hati santai aja lagi pak,Social,Uncorrelated
1034,1035,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,alhamdulillah bom pernah kasih rate jelek ke grab soal emang bom pernah ketemu driver yg ngeselin,Social,Neutral
1035,1036,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,saya bapak gojek saya bapak gojek saya makasih ya pak bapak gojek sama sama pak makasih juga saya kasih bintang 5,Social,Neutral
1036,1037,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,buruh tapi tidak catat bagai buruh,Social,Uncorrelated
1037,1038,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,kasiannnn smiley,Social,Pro
1038,1039,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,panjang umur ojol,Social,Uncorrelated
1039,1040,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gue pernah ngalamin hal yg kurang senang tp ttp gue kasih bintang 5 gue g tega ngasih bintang 1,Social,Neutral
1040,1041,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,sistem ini seperti tidak manusia manusia,Social,Uncorrelated
1041,1042,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,bintang jelek dikit bikin pikir mas,Social,Pro
1042,1043,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,sepakat banget status kerja rentan banget salah kalau sebut mitra,Social,Pro
1043,1044,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,dan parah lagi customernya ada yang gatau diri padahal nyangkut hidup orang,Social,Pro
1044,1045,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,hett gw daftar greb belon di perip perip ini lama bet,Social,Uncorrelated
1045,1046,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gua lama driver g aneh aneh g bakal aneh aneh jg bintang 4 5 atau g nilai samsek tp kl terlalu di jalan baru,Social,Neutral
1046,1047,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gue kalo order gofood pasti kasih bintang 5dan lebihin uang bayar lumayan sedikit juga,Social,Neutral
1047,1048,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,memang ada aja customer busuk tapi masih lebih banyak customer yg baik baik,Social,Neutral
1048,1049,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,kalo drivernya aku kasi bintang 5 tp toko aku kasi bintang 1 itu yg kena tetap toko kan cerita ini gofood,Social,Neutral
1049,1050,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,ya memang ari itu di lapang emojiemoji,Social,Pro
1050,1051,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,komo si oren sensi pisannnn,Social,Uncorrelated
1051,1052,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,tapi sini ada loh udah salah jalan dikasitau lewat chat malah nyolot panjang mau kasi rating jelek gatega takut cere bini,Social,Pro
1052,1053,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,jadi punya mental latah leher auto bunkuk kalo buat salahngerasa salah,Social,Uncorrelated
1053,1054,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,jajah gaya baru aplikasi aplikasi emojiemojiemoji,Social,Uncorrelated
1054,1055,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,highwaistnya guys,Social,Uncorrelated
1055,1056,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,krna bisa jadi besok kita ngga dkasih order saya server tp soal rezeki allah yg punya,Social,Uncorrelated
1056,1057,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,kadang kesi sm driver mungkin itu mata cahari mereka satu2nyamau ga mau ya udh ngalah emoji,Social,Pro
1057,1058,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,bagai abang gojek ya emang mending ngalah aja sewadaw apa customer emoji,Social,Pro
1058,1059,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,yess mitra hanya sebut praktek nya mitra lbh rawan bila dpt rating jelek,Social,Pro
1059,1060,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,karena rating dan adu adalah tentu nafkah mereka,Social,Pro
1060,1061,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,udah ngelayanin sepenuh hati kasih bintang 1 auto order sepi,Social,Pro
1061,1062,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,daripada repotrepot harus banding ke kantor ya mending ngalah,Social,Pro
1062,1063,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,sama kaya sellerbuyer di market place emoji,Social,Neutral
1063,1064,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,emojiemoji,Social,Uncorrelated
1064,1065,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,ga keri itu si bang sekarang agak mending si adu customer pihak call center gojek akan klarifikasi dulu tabayyun ke driver dgn cara tlp driver tp ada aja oknum call center entah mungkin baru masuk kerja atau apa lapir main telen mentah2 aja tanpa kroscek,Social,Contra
1065,1066,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,haru,Social,Pro
1066,1067,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,inti gin yah buat para customer gojek driver dapat rating buruk itu pengaruh kerja akun driver apalg klo sampe lapor yg tdk sesuai yg ujung putus mitra customer akun di beku bs buat lagi klo driver mitra di putus mitra itu pupus kerja umur hidup,Social,Pro
1067,1068,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,kadang drivernya suka minta maaf berkalikali karena datengnya lama atau karena antri pas beliin makan sen padahal aku gak masalah mereka kayak takut banget customernya marah trus kasih komen dan rating jelek,Social,Pro
1068,1069,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,cocok ga misal terap sistem rating dan adu di layan publik,Social,Uncorrelated
1069,1070,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,versi saya beberapa jam yg lalu merchant yang salah abang ojol yang minta maaf akses ke merchantnya banjir sebet eh merchant tetep konfirmasi order saya dengan bodoh nggak peduli sama driver cont,Social,Pro
1070,1071,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,biasa tipikal customer tolol yg suka ngasal ngasi bintang 1 orang komplek rumah mewah yg order nya daging bagi paha tp minta bagi dada dan orang yg gak ngerti mapping point di apps ojol nya,Social,Neutral
1071,1072,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,ada jg ojol yg jd korban tipu stlh saldo vogmention di ambil si tipu dan driver ojol buat lapor solusi dr sistem kantor center adalah akun di beku sementara lama 1minggu driver ojol yg jadi korban solusi serasa seperti jadi karyawan yg kena sp,Social,Uncorrelated
1072,1073,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,resto yg salah driver yg minta maaf ke customer aplikasi yg eror driver yg minta maaf ke customer,Social,Neutral
1073,1074,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,tadi pagi baca berita abang ojol di lecehin tumpang pria akhir diturunin jalan tumpang trus driver lapor ke cs tp gak lama akun putus mitra kurang ngeri gimana lagi ituemoji,Social,Pro
1074,1075,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,dia mah mention cuman peduli komplen customer bos kalo mitra driverresto mah mau komplen kek mana geh tutup kuping tutup mata yg penting duittttttttt komisi sana sini sabet bos hihi,Social,Pro Sarcasm
1075,1076,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,pernah ngasih bintang 1 gara2 driver gocar ngegas ngomongin pilpres aku udah bilang ngga suka tapi tetep nyerocos ngomongin pilih aku kasih bintang 1 mampus loo,Social,Contra
1076,1077,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,mention mention lain kali tolong didik drivernya agar tidak kurang ajar dan ancam konsumen sudah lebih dari 3x alam tidak senang jadi kapok pake gojek jujur untuk ramah dan nyaman lebih enak pakai grab meski promo tidak besar gojek,Social,Contra
1077,1078,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,itu yang di nama service ga hanya ojek online sih rata rata yang hubung sama customer ex customer service meski di maki maki yang bukan salah dia ya tetep aja minta maap emoji,Social,Pro
1078,1079,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,sudah mesti pihak gojek laku benah agar depan nya mitra jg tidak di rugi kasi mereka yg dr subuh sampe magrib cari nafkah demi hidup keluarga nya di suspen atau pm hnya karena nilai dr cs,Social,Pro
1079,1080,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gue ken banget ngasih bintang 1 komen ke driver food yg gantung order hampir jam trus dicancel tapi ga bisa kan udah masuk ke driver lain masa driver lain yg harus kena imbas kan ngga gimana cara,Social,Neutral
1080,1081,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,terima kasih abang gofood dan grabfood yang selalu tolong saya beli makan meski kadang situasi hujan mohon maaf cuma bisa kasih tips 5ribu per order,Social,Neutral
1081,1082,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,gw pernah sen ojol ojol maaf kak di cancel aja ban motor saya bocor gw gpp saya tunggu ojol ini antri 4 motor gw santai aja bang gw tunggu eh bang ojolnya yg cancel,Social,Uncorrelated
1082,1083,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,iya sih sistem ratingnya itu keri dlu itu pernah nmu driver nganterin gofood terus dia bawa istri ga profesional dong saat kerja begitu ta kasih bintang 3 serta alas ehh tau dia kena tegur dan akun beku salah diri sudah begitu,Social,Pro
1083,1084,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,manusia manusia kita ga ngerti sikon si driver juga kendala apa aja emang customer adalah raja pilih customer sendiri juga mau jadi raja yg bijak apa raja namrud,Social,Pro
1084,1085,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,saya pernah dapat bintang 3 dari customer dengan komentar lebih goreng nya satu kan bgsd,Social,Neutral
1085,1086,saya yang salah abang gojek yang minta maaf keri itu sistem rating dan adu,misal ada driver minta kita cancel trus kan nongol alas kita cancel apa klo kita pilih driver ask to cancel bagaimana apakah ada efek buat driver,Social,Uncorrelated
